work_id,state,constituency,honble_members_of_parliament,work_category,work_description,work_status,status_category,anomaly_score,anomaly_label,anomaly_severity,anomaly_category,triggered_rules,explanation,key_metrics,statistical_score,rule_score,if_score,sanction_amount,total_spent,cost_overrun_ratio,amount_disbursed,sanction_delay_days,completion_duration_days,recommended_date,sanction_date,completion_date,vendor_hhi,vendor_count,payment_count,max_vendor_share,single_vendor_flag,missing_image_flag,payment_still_pending,near_threshold_count,near_threshold_ratio,advance_payment_ratio,amount_vs_category_median,duration_vs_category_median
WS/MP517/2024-2025/140108,Uttar Pradesh,FATEHPUR SIKRI,Rajkumar Chahar,Normal/Others,"2- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 13,14,15,16,17,25,27,29,35,36",Physical Inspection,Completed,0.4595948570527516,True,medium,vendor,"R05,R09","Completed work worth ₹2,489,258 has no verification photograph attached, which is a compliance gap. All ₹2,489,258 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,489,258; Disbursed: ₹2,489,258; Cost ratio: 1.00; Sanction delay: 39d; Duration: 247d",0.6431655518677076,0.55,0.22515276881664192,2489258.0,2489258.0,1.0,2489258.0,39,247.0,2024-09-10,2024-10-19,2025-06-23,1.0,1.0,2.0,1.0,True,True,False,0.0,0.0,0.6949858150501073,8.297526666666666,1.0833333333333333
WS/MP18074/2024-2025/136923,Jharkhand,KHUNTI(ST),KALI CHARAN MUNDA,Normal/Others,Construction of paver block path from Panchayat Bhawan to Dashay Lohara's house in Munda Kunjla under Murhu Block.,Vendor Identification,Ongoing,0.4595943167332911,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹600,000; Disbursed: ₹480,000; Cost ratio: 0.80; Sanction delay: 37d; Vendor HHI: 1.00",0.4397757630693834,0.75,0.1418582170455578,600000.0,480000.0,0.8,,37,,2024-08-24,2024-09-30,,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,2.0,
WS/MP823/2024-2025/139555,West Bengal,KRISHNANAGAR,Ms Mahua Moitra,Normal/Others,"Construction of  Box Culvert near SonadahaPara to Howlia Under Natna GP, Block Tehatta-1, Nadia.",Work partially Completed,Ongoing,0.4592886427602196,True,medium,vendor,R09,"All ₹4,874,739 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹4,903,989; Disbursed: ₹4,874,739; Cost ratio: 0.99; Sanction delay: 100d; Vendor HHI: 1.00",0.749288015250888,0.5,0.2056189684214218,4903989.0,4874739.0,0.9940354678609598,,100,,2024-09-07,2024-12-16,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,16.34663,
WS/MP18308/2025-2026/145410,Maharashtra,MUMBAI NORTH WEST,RAVINDRA DATTARAM WAIKAR,Repair and Renovation,"Construction of Road at Umedbhai Patel High School to CDEFRN Unit, Sunder Nagar, Malad (W)",Vendor Identification,Ongoing,0.4592836358491826,True,medium,vendor,"R03,R09","Sanction was delayed by 473 days after recommendation, far exceeding the typical processing time. All ₹1,998,481 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,000,000; Disbursed: ₹1,998,481; Cost ratio: 1.00; Sanction delay: 473d; Vendor HHI: 1.00",0.5135710113146555,0.55,0.3168310943443391,2000000.0,1998481.0,0.9992405,,473,,2024-10-04,2026-01-20,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,4.013445040886971,
WS/MP18176/2024-2025/139742,Tamil Nadu,DINDIGUL,SACHITHANANTHAM R,Normal/Others,CONSTRUCTION OF KARIYAMPATTY MUTHU NAGAR ANGANWADI BUILDING,Work partially Completed,Ongoing,0.4592761140874806,True,medium,vendor,R09,"All ₹1,648,926 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,655,000; Disbursed: ₹1,648,926; Cost ratio: 1.00; Sanction delay: 7d; Vendor HHI: 1.00",0.6024349656842366,0.5,0.3104782076183471,1655000.0,1648926.0,0.9963299093655589,,7,,2024-09-09,2024-09-16,,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.5404499656139815,5.516666666666667,
WS/MP18220/2024-2025/147978,Uttar Pradesh,HATHRAS (SC),ANOOP PRADHAN BALMIKI,Normal/Others,Gram Ramanpur Block Hathras mai Ravi Chowhan kai makaan se Jogiya road tak 150 miter interlocking karya,Physical Inspection,Completed,0.45913602984365454,True,medium,vendor,"R05,R09","Completed work worth ₹2,200,692 has no verification photograph attached, which is a compliance gap. All ₹2,200,692 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,200,692; Disbursed: ₹2,200,692; Cost ratio: 1.00; Sanction delay: 12d; Duration: 65d",0.5755621258401947,0.55,0.2721299953817311,2200692.0,2200692.0,1.0,2200692.0,12,65.0,2024-10-17,2024-10-29,2025-01-02,1.0,1.0,2.0,1.0,True,True,False,0.0,0.0,0.7227871960274314,7.33564,0.2850877192982456
WS/MP641/2024-2025/143281,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,Setting up of farmers’ training and assistance center in village Jalud at near Gaushala,Work Completed,Completed,0.4590592312239806,True,medium,vendor,"R05,R09","Completed work worth ₹1,500,000 has no verification photograph attached, which is a compliance gap. All ₹1,500,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,500,000; Disbursed: ₹1,500,000; Cost ratio: 1.00; Sanction delay: 3d; Duration: 231d",0.3364960640871798,0.55,0.44267204343481614,1500000.0,1500000.0,1.0,1500000.0,3,231.0,2024-09-24,2024-09-27,2025-05-16,1.0,1.0,3.0,1.0,True,True,False,0.0,0.0,0.5,5.0,1.013157894736842
WS/MP410/2024-2025/139571,Assam,LAKHIMPUR,Pradan Baruah,Normal/Others,"Construction of Temporary Iron Bridge at Kemi River under MPLADS, for the year 2024-25",Work partially Completed,Ongoing,0.4590521635678889,True,medium,vendor,R09,"All ₹3,574,579 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹3,600,000; Disbursed: ₹3,574,579; Cost ratio: 0.99; Sanction delay: 193d; Vendor HHI: 1.00",0.7414132208386747,0.5,0.210568166737772,3600000.0,3574579.0,0.9929386111111111,,193,,2024-09-07,2025-03-19,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,12.0,
WS/MP18183/2024-2025/143806,Tamil Nadu,THANJAVUR,MURASOLI S,Normal/Others,"thillaisanam Panchayat, Construction of New PDS Building,thiruvaiyaru",Physical Inspection,Completed,0.4589288523210796,True,medium,vendor,"R08,R09","This work is marked as completed but still has 1 payment(s) in-progress, indicating a financial inconsistency. All ₹1,348,754 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,350,000; Disbursed: ₹1,348,754; Cost ratio: 1.00; Sanction delay: 1d; Duration: 693d",0.4288204649557006,0.55,0.37635353166329844,1350000.0,1348754.0,0.999077037037037,1348754.0,1,693.0,2024-09-26,2024-09-27,2026-08-21,1.0,1.0,1.0,1.0,True,False,True,0.0,0.0,1.0,4.5,3.039473684210526
WS/MP632/2025-2026/142059,Kerala,PATHANAMTHITTA,Anto Antony,Normal/Others,Purchase of Vechicle for Mobile Dispensary at Community Health Centre in Erumely Grama Panchayat.,Vendor Identification,Ongoing,0.4587173072940174,True,medium,temporal,R03,"Sanction was delayed by 411 days after recommendation, far exceeding the typical processing time.","Sanction: ₹900,000; Disbursed: ₹790,770; Cost ratio: 0.88; Sanction delay: 411d; Vendor HHI: 1.00",0.58753322280662,0.5,0.319525718835321,900000.0,790770.0,0.8786333333333334,,411,,2024-09-20,2025-11-05,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,3.0,
WS/MP18339/2024-2025/142005,Uttar Pradesh,KAISERGANJ,KARAN BHUSHAN SINGH,Normal/Others,Sr.No. 10 Interlocking work of 400 m length from Pradhan Mantri Paraspatti Bahadurpur road to Shankar Bhagwan's place.,Physical Inspection,Completed,0.45860207032652117,True,medium,vendor,R09,"All ₹2,076,709 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,076,709; Disbursed: ₹2,076,709; Cost ratio: 1.00; Sanction delay: 61d; Duration: 539d",0.5389583016220482,0.5,0.3538928426314547,2076709.0,2076709.0,1.0,2076709.0,61,539.0,2024-09-20,2024-11-20,2026-05-13,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.6009301255014544,6.922363333333333,2.3640350877192984
WS/MP747/2024-2025/136681,Tamil Nadu,VIRUDHUNAGAR,Manickam Tagore B,Normal/Others,"Construction of Community Centre in ward no.20, Kannaki colony at Sivakasi Corporation",Work partially Completed,Ongoing,0.4585767362049724,True,medium,vendor,R09,"All ₹2,500,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,500,000; Disbursed: ₹2,500,000; Cost ratio: 1.00; Sanction delay: 193d; Vendor HHI: 1.00",0.6452028272589343,0.5,0.27793151254353954,2500000.0,2500000.0,1.0,,193,,2024-09-13,2025-03-25,,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.8146908,8.333333333333334,
WS/MP18032/2025-2026/134031,Bihar,BUXAR,SUDHAKAR SINGH,Repair and Renovation,Repair of Anganwadi centre at Bhar Chakia.,Physical Inspection,Completed,0.45814341067681663,True,medium,financial,"R03,R07","Sanction was delayed by 487 days after recommendation, far exceeding the typical processing time. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹487,094; Disbursed: ₹487,094; Cost ratio: 1.00; Sanction delay: 487d; Duration: 48d",0.34699018164016315,0.6875,0.2754167579050737,487094.0,487094.0,1.0,487094.0,487,48.0,2024-07-23,2025-11-22,2026-01-09,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,0.9774624993728992,0.2376237623762376
WS/MP418/2024-2025/147613,Bihar,ARARIA,Pradeep Kumar Singh,Normal/Others,"Purchase of  Equipment and furniture/accessories for setting up Laboratories as per enclosed list in following schools/institutions: 1 UTKARMIT  MADHYAMIK VIDYALAY , SONAMANI GODAM",Physical Inspection,Completed,0.4581295622011112,True,medium,vendor,"R05,R09","Completed work worth ₹2,475,000 has no verification photograph attached, which is a compliance gap. All ₹2,475,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,475,000; Disbursed: ₹2,475,000; Cost ratio: 1.00; Sanction delay: 8d; Duration: 20d",0.6404102733221718,0.55,0.22293426820162332,2475000.0,2475000.0,1.0,2475000.0,8,20.0,2024-10-16,2024-10-24,2024-11-13,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,1.0,8.25,0.08771929824561403
WS/MP418/2024-2025/147611,Bihar,ARARIA,Pradeep Kumar Singh,Normal/Others,Purchase of Equipment and furniture/accessories for setting up Laboratories as per enclosed list in following schools/institutions: 1 +2 RAJKIYAKRIT HIGH SCHOOL KUARI,Physical Inspection,Completed,0.4581295622011112,True,medium,vendor,"R05,R09","Completed work worth ₹2,475,000 has no verification photograph attached, which is a compliance gap. All ₹2,475,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,475,000; Disbursed: ₹2,475,000; Cost ratio: 1.00; Sanction delay: 8d; Duration: 20d",0.6404102733221718,0.55,0.22293426820162332,2475000.0,2475000.0,1.0,2475000.0,8,20.0,2024-10-16,2024-10-24,2024-11-13,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,1.0,8.25,0.08771929824561403
WS/MP418/2024-2025/147612,Bihar,ARARIA,Pradeep Kumar Singh,Normal/Others,"Purchase of  Equipment and furniture/accessories for setting up Laboratories as per enclosed list in following schools/institutions: 1 UCHCH MADHYAMIK VIDYALYA, RAMPUR MOHANPUR WEST",Physical Inspection,Completed,0.4581295622011112,True,medium,vendor,"R05,R09","Completed work worth ₹2,475,000 has no verification photograph attached, which is a compliance gap. All ₹2,475,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,475,000; Disbursed: ₹2,475,000; Cost ratio: 1.00; Sanction delay: 8d; Duration: 20d",0.6404102733221718,0.55,0.22293426820162332,2475000.0,2475000.0,1.0,2475000.0,8,20.0,2024-10-16,2024-10-24,2024-11-13,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,1.0,8.25,0.08771929824561403
WS/MP18219/2025-2026/137973,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High mast light,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,530; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322530.0,0.806325,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137970,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast Light Jeetendra ke makan ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,531; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322531.0,0.8063275,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137962,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast Light Vipin mantri ke makan ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,531; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322531.0,0.8063275,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137966,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,High Mast Light Mandir ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,531; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322531.0,0.8063275,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137967,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast Light Samajwadi Party  karyalay ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,531; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322531.0,0.8063275,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137964,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast light Manohar singh ke ghar ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,531; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322531.0,0.8063275,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137971,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast Light Ram janki mandir ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,530; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322530.0,0.806325,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137972,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast Light Rajendra ke ghar ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,530; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322530.0,0.806325,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137969,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast Light BSNL tower ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,531; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322531.0,0.8063275,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137963,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast light Police station,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,531; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322531.0,0.8063275,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP18219/2025-2026/137965,Uttar Pradesh,HAMIRPUR_UP,AJENDRA SINGH LODHI,Normal/Others,1.High Mast Light Bhuiya rani mandir ke pass,Vendor Identification,Ongoing,0.45789568518726453,True,medium,temporal,R03,"Sanction was delayed by 442 days after recommendation, far exceeding the typical processing time.","Sanction: ₹400,000; Disbursed: ₹322,531; Cost ratio: 0.81; Sanction delay: 442d; Vendor HHI: 1.00",0.606822403851025,0.5,0.3034002406414521,400000.0,322531.0,0.8063275,,442,,2024-09-11,2025-11-27,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.3333333333333333,
WS/MP517/2024-2025/137539,Uttar Pradesh,FATEHPUR SIKRI,Rajkumar Chahar,Normal/Others,"dhimsri near bhanu sharma house, In chachipura khander near shanti devi house, Pitawali pokhar station curve,Bhilpura near ramnivas jaudan house,In teeketpura near naresh dhakare house,barana near girraj verma house,pinnapura Ai near Santosh Shastri house Behadi near sachivalay,chatariya pura ravindra baghel house repura yogendra sikarwar house,purani tahsil fatehabad near babita chauhan house,mohammadpur me near narendra pal singh house old no 7896 srno 22,25,26,28,29,30,31,32,34,36,37,38",Physical Inspection,Completed,0.45748234591068315,True,medium,vendor,R09,"All ₹2,740,998 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,740,998; Disbursed: ₹2,740,998; Cost ratio: 1.00; Sanction delay: 33d; Duration: 163d",0.682838526871116,0.5,0.24792204055115452,2740998.0,2740998.0,1.0,2740998.0,33,163.0,2024-08-28,2024-09-30,2025-03-12,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.795999851149107,9.13666,0.7149122807017544
WS/MP826/2025-2026/135685,West Bengal,DARJEELING,Raju Bista,Repair and Renovation,"Repair and renovation of Kalyankari Samaj community hall at Ward No 3, Sansad V, Mungpoo, Reshep Gram Panchayat  Ref: Saran Kumar Rai (6296545825), Member, Reshep GP",Physical Inspection,Completed,0.4574166328575786,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹500,000; Disbursed: ₹499,112; Cost ratio: 1.00; Sanction delay: 250d; Duration: 265d",0.4816104762468295,0.75,0.10575432513106064,500000.0,499112.0,0.998224,499112.0,250,265.0,2024-08-16,2025-04-23,2026-01-13,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.0033612602217428,1.311881188118812
WS/MP761/2024-2025/146611,Telangana,NIZAMABAD,Arvind Dharmapuri,Normal/Others,Construction of Artisan Shed near Peddamma TEMPLE,Physical Inspection,Completed,0.4574026930229529,True,medium,temporal,R04,"This ₹300,000 work was completed in only 0 days, which is suspiciously fast for a project of this budget.","Sanction: ₹300,000; Disbursed: ₹298,836; Cost ratio: 1.00; Sanction delay: 14d; Vendor HHI: 1.00",0.43924126129586727,0.75,0.13597822199710297,300000.0,298836.0,0.99612,298836.0,14,0.0,2024-10-10,2024-10-24,2024-10-24,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.0,0.0
WS/MP740/2026-2027/140334,Tamil Nadu,NILGIRIS(SC),Andimuthu Raja,Normal/Others,Construction of Anganvadi Building at Thiruvalluvar Thindal (Ward No 19) Kottuveerampalayam at Sathyamanagalam Panchayat,Physical Inspection,Ongoing,0.45736903012579794,True,medium,vendor,"R03,R09","Sanction was delayed by 621 days after recommendation, far exceeding the typical processing time. All ₹1,400,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,400,000; Disbursed: ₹1,400,000; Cost ratio: 1.00; Sanction delay: 621d; Vendor HHI: 1.00",0.4333144731677695,0.55,0.3686868909538731,1400000.0,1400000.0,1.0,,621,,2024-09-11,2026-05-25,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,4.666666666666667,
WS/MP18311/2024-2025/141027,Punjab,ANANDPUR SAHIB,MALVINDER SINGH KANG,Normal/Others,Construction of community centers at village Madhopur,Work partially Completed,Ongoing,0.45727101810135734,True,medium,statistical,,This work shows unusual patterns across multiple financial and operational metrics compared to similar works.,"Sanction: ₹700,000; Disbursed: ₹422,800; Cost ratio: 0.60; Sanction delay: 8d; Vendor HHI: 0.41",0.6020074274108385,0.0,0.8764833178532793,700000.0,422800.0,0.604,,8,,2024-09-16,2024-09-24,,0.4051124682143372,3.0,8.0,0.5387890255439924,False,False,False,2.0,0.25,0.07450331125827815,2.3333333333333335,
WS/MP664/2025-2026/146363,Maharashtra,MUMBAI SOUTH,Arvind Ganpat Sawant,Normal/Others,navhans krida mandal gm bhosle marg worli community hall,Physical Inspection,Completed,0.4570866865410146,True,medium,vendor,"R04,R09","This ₹1,590,188 work was completed in only 0 days, which is suspiciously fast for a project of this budget. All ₹1,590,188 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,590,188; Disbursed: ₹1,590,188; Cost ratio: 1.00; Sanction delay: 344d; Vendor HHI: 1.00",0.36849450605214096,0.6875,0.25703731436565513,1590188.0,1590188.0,1.0,1590188.0,344,0.0,2024-10-08,2025-09-17,2025-09-17,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,5.300626666666667,0.0
WS/MP18183/2024-2025/143791,Tamil Nadu,THANJAVUR,MURASOLI S,Normal/Others,"New PDS building work at Venkatasamuthram panchayat, Kandamangalam",Physical Inspection,Completed,0.4569951502362726,True,medium,vendor,R09,"All ₹1,348,469 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,350,000; Disbursed: ₹1,348,469; Cost ratio: 1.00; Sanction delay: 1d; Duration: 697d",0.49638120330371993,0.5,0.37971385545812186,1350000.0,1348469.0,0.9988659259259259,1348469.0,1,697.0,2024-09-26,2024-09-27,2026-08-25,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,4.5,3.057017543859649
WS/MP747/2024-2025/136647,Tamil Nadu,VIRUDHUNAGAR,Manickam Tagore B,Normal/Others,Construction of Community center in Koothiyarkundu village at Nilaiyur Bit 1 panchayat,Physical Inspection,Completed,0.45675024832819405,True,medium,vendor,R09,"All ₹2,370,415 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,370,415; Disbursed: ₹2,370,415; Cost ratio: 1.00; Sanction delay: 67d; Duration: 391d",0.6183696790432301,0.5,0.2918795101925328,2370415.0,2370415.0,1.0,2370415.0,67,391.0,2024-09-13,2024-11-19,2025-12-15,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.5596328069135573,7.901383333333333,1.7149122807017543
WS/MP18307/2025-2026/143600,Maharashtra,MUMBAI NORTH,Piyush Vedprakash Goyal,Normal/Others,Ward 47- Beautification works at Ganga Building Link Road Malad (West),Work partially Completed,Ongoing,0.4567464045640986,True,medium,vendor,"R03,R09","Sanction was delayed by 546 days after recommendation, far exceeding the typical processing time. All ₹1,498,862 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹1,500,000; Disbursed: ₹1,498,862; Cost ratio: 1.00; Sanction delay: 546d; Vendor HHI: 1.00",0.4689212281973747,0.55,0.34147456432787116,1500000.0,1498862.0,0.9992413333333333,,546,,2024-09-25,2026-03-25,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,5.0,
WS/MP370/2024-2025/140209,Odisha,SUNDARGARH (ST),Shri Jual Oram,Normal/Others,"Computer Education project at  Govt. U.P. School, Jamuna, GP-Jamuna, Block-Subdega",Work Completed,Completed,0.4559633990195217,True,medium,financial,R10,"98% of total funds were disbursed in the first payment, despite having 2.0 total payments, indicating excessive upfront payment.","Sanction: ₹480,000; Disbursed: ₹480,000; Cost ratio: 1.00; Sanction delay: 35d; Duration: 119d",0.14368346488460526,0.75,0.34297866513820097,480000.0,480000.0,1.0,480000.0,35,119.0,2024-09-20,2024-10-25,2025-02-21,0.9607999999999999,2.0,2.0,0.98,False,False,False,0.0,0.0,0.98,1.6,0.5219298245614035
WS/MP370/2024-2025/140211,Odisha,SUNDARGARH (ST),Shri Jual Oram,Normal/Others,"Computer Education project at  Govt. U.P. School, Tedgamuha, GP-Rajpur, Block-Subdega",Work Completed,Completed,0.4559633990195217,True,medium,financial,R10,"98% of total funds were disbursed in the first payment, despite having 2.0 total payments, indicating excessive upfront payment.","Sanction: ₹480,000; Disbursed: ₹480,000; Cost ratio: 1.00; Sanction delay: 35d; Duration: 119d",0.14368346488460526,0.75,0.34297866513820097,480000.0,480000.0,1.0,480000.0,35,119.0,2024-09-20,2024-10-25,2025-02-21,0.9607999999999999,2.0,2.0,0.98,False,False,False,0.0,0.0,0.98,1.6,0.5219298245614035
WS/MP370/2024-2025/140208,Odisha,SUNDARGARH (ST),Shri Jual Oram,Normal/Others,"Computer Education project at  Govt. U.P. School, Luhurenberni, GP-Hamirpur, Block-Subdega",Work Completed,Completed,0.4559633990195217,True,medium,financial,R10,"98% of total funds were disbursed in the first payment, despite having 2.0 total payments, indicating excessive upfront payment.","Sanction: ₹480,000; Disbursed: ₹480,000; Cost ratio: 1.00; Sanction delay: 35d; Duration: 119d",0.14368346488460526,0.75,0.34297866513820097,480000.0,480000.0,1.0,480000.0,35,119.0,2024-09-20,2024-10-25,2025-02-21,0.9607999999999999,2.0,2.0,0.98,False,False,False,0.0,0.0,0.98,1.6,0.5219298245614035
